Time,Current to/from Batteries (mA),Current to Satellite (mA),Current from Solar Panel (mA),Battery Voltage (TB),Satellite Voltage,Solar Panel Voltage,Power to/from Batteries (mW),Power consumbed by Sattelite (mW),Power from Solar Panel (mW),Current Mission Mode,ACS Mode,ACS On/Off,Battery Voltage (Onboard),IMU On/Off,Optical Sensor On/Off,Solar Current (Onboard),RockBLOCK Sleeping/Awake,RockBLOCK Mode
1711463894973,73.14,33.65,107.58,4.12,4.28,4.51,300.6,143,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,0,sleeping,0
1711463898045,72.49,33.48,107.57,4.12,4.28,4.51,297.8,148,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463901124,71.89,33.97,107.63,4.11,4.28,4.51,296,145.6,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711463904189,72.23,34,107.59,4.12,4.28,4.51,297,145,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.74,sleeping,0
1711463907262,71.94,33.69,107.47,4.12,4.28,4.51,300.8,143.8,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.78,sleeping,0
1711463910335,72.7,33.72,107.61,4.12,4.28,4.51,298.6,144,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.76,sleeping,0
1711463913406,71.93,34.52,107.61,4.12,4.28,4.51,297.8,147.4,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463916477,72.41,33.73,107.6,4.12,4.28,4.51,296.8,146.6,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463919556,72.32,33.18,107.64,4.12,4.28,4.52,297,142.2,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.75,sleeping,0
1711463922628,72.92,33.99,107.56,4.12,4.28,4.51,300.8,143.2,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.74,sleeping,0
1711463925701,71.39,34.08,107.63,4.12,4.28,4.51,294,147.4,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.73,sleeping,0
1711463928771,71.84,34.12,107.63,4.12,4.28,4.51,296,145,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711463931841,72.75,33.69,107.67,4.12,4.28,4.51,300.8,143.4,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463934913,73.02,33.87,107.7,4.12,4.28,4.51,301.4,139.8,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463937986,72.36,33.95,107.62,4.12,4.28,4.51,295.8,145,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.69,sleeping,0
1711463941057,72.71,34.15,107.66,4.12,4.28,4.51,297.8,145.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.73,sleeping,0
1711463944127,72.78,33.83,107.69,4.12,4.28,4.51,300.6,144,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711463947200,73.09,33.23,107.66,4.12,4.28,4.51,299.6,143.6,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.73,sleeping,0
1711463950276,72.96,33.12,107.61,4.12,4.28,4.51,298.8,142.6,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463953347,72.11,33.73,107.64,4.12,4.28,4.51,297.4,142.2,485.6,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.68,sleeping,0
1711463956413,72.36,33.36,107.59,4.12,4.28,4.51,296.4,148,485.6,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.7,sleeping,0
1711463959488,73.04,33.47,107.57,4.12,4.28,4.51,300.2,141,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.72,sleeping,0
1711463962561,72.13,33.02,107.61,4.12,4.28,4.51,302.4,143.2,485.2,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463965629,72.3,33.75,107.46,4.12,4.28,4.51,298.2,145,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.68,sleeping,0
1711463968703,72.71,33.85,107.62,4.12,4.28,4.51,297.2,144.8,484.8,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.64,sleeping,0
1711463971774,72.83,33.83,107.69,4.12,4.28,4.51,298.2,143.2,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463974849,73.15,33.08,107.55,4.12,4.28,4.51,302.4,141.6,484,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
1711463977917,73.16,32.9,107.63,4.12,4.28,4.51,302.8,143.2,484.4,Boot,DETUMBLE,OFF,4.13,powered,UNpowered,114.71,sleeping,0
